time,CuClamp1[C],Getter[C],CuClamp2[C],EMCCDBack[C],Reject[C],Coldhead[C],bot-tank-lks[C],top-tank-lks[C]
04/26/22 03:43:13,3.429461,4.39165,3.218393,3.746836,nan,nan,,
04/26/22 03:43:34,3.45707,4.406358,3.254775,3.78296,nan,nan,,
04/26/22 03:43:55,3.471519,4.415389,3.251937,3.790443,nan,nan,,
04/26/22 03:44:17,3.488549,4.436547,3.277482,3.798958,nan,nan,,
04/26/22 03:44:38,3.524415,4.454609,3.297866,3.819858,nan,nan,,
04/26/22 03:44:59,3.531898,4.473703,3.313864,3.841016,nan,nan,,
04/26/22 03:45:20,3.555637,4.510085,3.348181,3.87714,nan,nan,,
04/26/22 03:45:42,3.578085,4.513182,3.365985,3.878173,nan,nan,,
04/26/22 03:46:03,3.612661,4.542597,3.370114,3.906298,nan,nan,,
04/26/22 03:46:24,3.627885,4.557046,3.395659,3.914555,nan,nan,,
04/26/22 03:46:46,3.636916,4.571754,3.419139,3.937519,nan,nan,,
04/26/22 03:47:07,3.666847,4.5893,3.433847,3.96358,nan,nan,,
04/26/22 03:47:28,3.689296,4.616135,3.466617,3.977514,nan,nan,,
04/26/22 03:47:49,3.698585,4.62981,3.483389,3.99764,nan,nan,,
04/26/22 03:48:11,3.714066,4.667741,3.511514,4.014154,nan,nan,,
04/26/22 03:48:32,3.738321,4.678062,3.53293,4.037118,nan,nan,,
04/26/22 03:48:53,3.766704,4.693543,3.558217,4.047698,nan,nan,,
04/26/22 03:49:15,3.78812,4.710315,3.566474,4.069372,nan,nan,,
04/26/22 03:49:36,3.795087,4.741021,3.578343,4.08537,nan,nan,,
04/26/22 03:49:57,3.829147,4.758825,3.611629,4.114011,nan,nan,,
04/26/22 03:50:19,3.843597,4.771468,3.637948,4.129493,nan,nan,,
04/26/22 03:50:40,3.883333,4.799593,3.642076,4.155295,nan,nan,,
04/26/22 03:51:01,3.890558,4.812753,3.647495,4.16252,nan,nan,,
04/26/22 03:51:22,3.904233,4.839846,3.690328,4.183679,nan,nan,,
04/26/22 03:51:44,3.938293,4.840878,3.70839,4.19142,nan,nan,,
04/26/22 03:52:05,3.952227,4.872615,3.716388,4.209482,nan,nan,,
04/26/22 03:52:26,3.961774,4.89816,3.742192,4.225996,nan,nan,,
04/26/22 03:52:48,3.991705,4.900483,3.748642,4.24767,nan,nan,,
04/26/22 03:53:09,4.009768,4.946412,3.778057,4.271924,nan,nan,,
04/26/22 03:53:30,4.029377,4.954411,3.809279,4.302888,nan,nan,,
04/26/22 03:53:51,4.047182,4.972473,3.844371,4.304436,nan,nan,,
04/26/22 03:54:13,4.072984,4.978665,3.8405,4.328175,nan,nan,,
04/26/22 03:54:34,4.094659,5.012725,3.874818,4.355526,nan,nan,,
04/26/22 03:54:55,4.12072,5.031045,3.884107,4.351397,nan,nan,,
04/26/22 03:55:17,4.131299,5.053752,3.901653,4.378232,nan,nan,,
04/26/22 03:55:38,4.155812,5.078523,3.913006,4.401713,nan,nan,,
04/26/22 03:55:59,4.156586,5.084973,3.94397,4.417453,nan,nan,,
04/26/22 03:56:20,4.19529,5.106132,3.974675,4.43216,nan,nan,,
04/26/22 03:56:42,4.198386,5.128838,3.976482,4.460286,nan,nan,,
04/26/22 03:57:03,4.227543,5.142256,3.991447,4.459511,nan,nan,,
04/26/22 03:57:24,4.248702,5.164446,4.031184,4.484024,nan,nan,,
04/26/22 03:57:46,4.261345,5.190765,4.038925,4.501312,nan,nan,,
04/26/22 03:58:07,4.289213,5.211407,4.05131,4.51989,nan,nan,,
04/26/22 03:58:28,4.313209,5.225341,4.091562,4.547499,nan,nan,,
04/26/22 03:58:49,4.328433,5.24908,4.114011,4.55395,nan,nan,,
04/26/22 03:59:11,4.348301,5.283914,4.130525,4.583623,nan,nan,,
04/26/22 03:59:32,4.361461,5.278237,4.133879,4.596009,nan,nan,,
04/26/22 03:59:53,4.376426,5.310491,4.15865,4.609168,nan,nan,,
04/26/22 04:00:15,4.395262,5.315393,4.189613,4.627488,nan,nan,,
04/26/22 04:00:36,4.415389,5.330358,4.188323,4.650195,nan,nan,,
04/26/22 04:00:57,4.434998,5.356162,4.223415,4.669289,nan,nan,,
04/26/22 04:01:18,4.462608,5.370611,4.233736,4.666708,nan,nan,,
04/26/22 04:01:40,4.491765,5.396156,4.270118,4.703607,nan,nan,,
04/26/22 04:02:01,4.493829,5.405187,4.270634,4.719347,nan,nan,,
04/26/22 04:02:22,4.526599,5.431248,4.295405,4.743085,nan,nan,,
04/26/22 04:02:44,4.538726,5.467888,4.325078,4.752374,nan,nan,,
04/26/22 04:03:05,4.563497,5.459889,4.344172,4.773274,nan,nan,,
04/26/22 04:03:26,4.578721,5.486982,4.371265,4.790304,nan,nan,,
04/26/22 04:03:47,4.592396,5.499367,4.361203,4.818687,nan,nan,,
04/26/22 04:04:09,4.62852,5.542716,4.383135,4.836234,nan,nan,,
04/26/22 04:04:30,4.631617,5.54349,4.422872,4.83933,nan,nan,,
04/26/22 04:04:51,4.657678,5.563875,4.445062,4.850941,nan,nan,,
04/26/22 04:05:13,4.671869,5.594322,4.4479,4.881131,nan,nan,,
04/26/22 04:05:34,4.690447,5.606191,4.465446,4.891968,nan,nan,,
04/26/22 04:05:55,4.716508,5.618577,4.492797,4.911836,nan,nan,,
04/26/22 04:06:16,4.736634,5.649282,4.494603,4.916738,nan,nan,,
04/26/22 04:06:38,4.73844,5.658571,4.534598,4.943315,nan,nan,,
04/26/22 04:06:59,4.78566,5.663216,4.538726,4.967312,nan,nan,,
04/26/22 04:07:20,4.784886,5.703984,4.569948,4.973505,nan,nan,,
04/26/22 04:07:42,4.825912,5.707081,4.598073,4.994405,nan,nan,,
04/26/22 04:08:03,4.843458,5.727465,4.60633,5.014015,nan,nan,,
04/26/22 04:08:24,4.840362,5.75559,4.619489,5.037238,nan,nan,,
04/26/22 04:08:45,4.863069,5.758944,4.658452,5.050913,nan,nan,,
04/26/22 04:09:07,4.91132,5.781651,4.666966,5.068717,nan,nan,,
04/26/22 04:09:28,4.906159,5.806422,4.67574,5.07491,nan,nan,,
04/26/22 04:09:49,4.930414,5.821645,4.693027,5.100197,nan,nan,,
04/26/22 04:10:11,4.943058,5.846416,4.72012,5.119549,nan,nan,,
04/26/22 04:10:32,4.96757,5.864478,4.743601,5.135547,nan,nan,,
04/26/22 04:10:53,4.97015,5.877638,4.763469,5.16264,nan,nan,,
04/26/22 04:11:14,4.997243,5.901118,4.771726,5.181992,nan,nan,,
04/26/22 04:11:36,5.020466,5.930275,4.797013,5.187153,nan,nan,,
04/26/22 04:11:57,5.043947,5.946789,4.816623,5.20057,nan,nan,,
04/26/22 04:12:18,5.061492,5.957627,4.842684,5.210891,nan,nan,,
04/26/22 04:12:40,5.079039,5.967948,4.863069,5.246241,nan,nan,,
04/26/22 04:13:01,5.092456,5.977753,4.868229,5.247789,nan,nan,,
04/26/22 04:13:22,5.117227,6.007942,4.891968,5.283914,nan,nan,,
04/26/22 04:13:43,5.147932,6.027294,4.911062,5.280559,nan,nan,,
04/26/22 04:14:05,5.159543,6.04226,4.924479,5.301459,nan,nan,,
04/26/22 04:14:26,5.171413,6.070901,4.955185,5.319779,nan,nan,,
04/26/22 04:14:47,5.198506,6.087157,4.974537,5.346872,nan,nan,,
04/26/22 04:15:09,5.217342,6.101865,4.985374,5.363386,nan,nan,,
04/26/22 04:15:30,5.233856,6.130506,4.998017,5.380416,nan,nan,,
04/26/22 04:15:51,5.242371,6.143149,5.016854,5.408799,nan,nan,,
04/26/22 04:16:12,5.27385,6.149084,5.047817,5.410089,nan,nan,,
04/26/22 04:16:34,5.290106,6.176435,5.067685,5.427119,nan,nan,,
04/26/22 04:16:55,5.304556,6.190627,5.084457,5.449568,nan,nan,,
04/26/22 04:17:16,5.334745,6.208431,5.10897,5.46505,nan,nan,,
04/26/22 04:17:38,5.359774,6.231137,5.103035,5.472274,nan,nan,,
04/26/22 04:17:59,5.356935,6.250231,5.130644,5.498077,nan,nan,,
04/26/22 04:18:20,5.386867,6.27526,5.14819,5.514591,nan,nan,,
04/26/22 04:18:41,5.390479,6.279646,5.187927,5.52517,nan,nan,,
04/26/22 04:19:03,5.418604,6.287903,5.185347,5.549941,nan,nan,,
04/26/22 04:19:24,5.446988,6.315513,5.213213,5.555876,nan,nan,,
04/26/22 04:19:45,5.458341,6.340799,5.229211,5.571358,nan,nan,,
04/26/22 04:20:07,5.476403,6.342348,5.250112,5.59458,nan,nan,,
04/26/22 04:20:28,5.5004,6.381826,5.265336,5.628898,nan,nan,,
04/26/22 04:20:49,5.510979,6.376665,5.28959,5.624511,nan,nan,,
04/26/22 04:21:10,5.530589,6.418208,5.288816,5.650056,nan,nan,,
04/26/22 04:21:32,5.565681,6.439366,5.318747,5.652894,nan,nan,,
04/26/22 04:21:53,5.556908,6.456396,5.34713,5.693405,nan,nan,,
04/26/22 04:22:14,5.587872,6.458718,5.344034,5.701662,nan,nan,,
04/26/22 04:22:36,5.601547,6.488908,5.394608,5.706564,nan,nan,,
04/26/22 04:22:57,5.625802,6.494327,5.385577,5.742173,nan,nan,,
04/26/22 04:23:18,5.640509,6.517033,5.404671,5.750172,nan,nan,,
04/26/22 04:23:39,5.667344,6.540256,5.41525,5.769524,nan,nan,,
04/26/22 04:24:01,5.66528,6.553673,5.444407,5.779329,nan,nan,,
04/26/22 04:24:22,5.692373,6.572251,5.474855,5.784231,nan,nan,,
04/26/22 04:24:43,5.711725,6.594183,5.481564,5.815969,nan,nan,,
04/26/22 04:25:05,5.731335,6.60115,5.493949,5.830935,nan,nan,,
04/26/22 04:25:26,5.764879,6.625921,5.517946,5.854673,nan,nan,,
04/26/22 04:25:47,5.763073,6.632372,5.553296,5.852609,nan,nan,,
04/26/22 04:26:08,5.779071,6.658949,5.558456,5.872993,nan,nan,,
04/26/22 04:26:30,5.812356,6.674688,5.575486,5.893635,nan,nan,,
04/26/22 04:26:51,5.804615,6.688622,5.584259,5.926147,nan,nan,,
04/26/22 04:27:12,5.851835,6.705136,5.607223,5.924083,nan,nan,,
04/26/22 04:27:34,5.855963,6.725262,5.626575,5.939048,nan,nan,,
04/26/22 04:27:55,5.878154,6.74642,5.641283,5.957368,nan,nan,,
04/26/22 04:28:16,5.904473,6.75571,5.660635,5.967948,nan,nan,,
04/26/22 04:28:38,5.91273,6.794156,5.674827,5.990912,nan,nan,,
04/26/22 04:28:59,5.943435,6.806025,5.70579,6.0082,nan,nan,,
04/26/22 04:29:20,5.964335,6.81196,5.716112,6.031423,nan,nan,,
04/26/22 04:29:41,5.97027,6.837247,5.736754,6.043808,nan,nan,,
04/26/22 04:30:03,5.981107,6.860985,5.761783,6.051033,nan,nan,,
04/26/22 04:30:24,6.001749,6.863049,5.774168,6.086383,nan,nan,,
04/26/22 04:30:45,6.00949,6.896335,5.79352,6.091286,nan,nan,,
04/26/22 04:31:07,6.053613,6.897883,5.800487,6.11167,nan,nan,,
04/26/22 04:31:28,6.067031,6.921622,5.843578,6.134892,nan,nan,,
04/26/22 04:31:49,6.082512,6.94149,5.84461,6.143407,nan,nan,,
04/26/22 04:32:10,6.094124,6.955424,5.864736,6.157857,nan,nan,,
04/26/22 04:32:32,6.106251,6.980969,5.877379,6.166888,nan,nan,,
04/26/22 04:32:53,6.135924,6.991032,5.900344,6.192949,nan,nan,,
04/26/22 04:33:14,6.14573,7.0109,5.91789,6.200432,nan,nan,,
04/26/22 04:33:36,6.180047,7.02535,5.930275,6.219526,nan,nan,,
04/26/22 04:33:57,6.183918,7.038767,5.958143,6.234233,nan,nan,,
04/26/22 04:34:18,6.191143,7.059926,5.965625,6.255134,nan,nan,,
04/26/22 04:34:39,6.241458,7.071279,5.975946,6.269067,nan,nan,,
04/26/22 04:35:01,6.233717,7.102758,5.998137,6.269841,nan,nan,,
04/26/22 04:35:22,6.259262,7.120304,6.014393,6.319899,nan,nan,,
04/26/22 04:35:43,6.273712,7.12211,6.035293,6.318351,nan,nan,,
04/26/22 04:36:05,6.287903,7.150494,6.055935,6.332026,nan,nan,,
04/26/22 04:36:26,6.315255,7.158493,6.078126,6.357829,nan,nan,,
04/26/22 04:36:47,6.333058,7.164943,6.084319,6.359377,nan,nan,,
04/26/22 04:37:08,6.340799,7.191004,6.121217,6.374859,nan,nan,,
04/26/22 04:37:30,6.36299,7.211905,6.127151,6.396275,nan,nan,,
04/26/22 04:37:51,6.378213,7.236675,6.145214,6.410467,nan,nan,,
04/26/22 04:38:12,6.389309,7.253705,6.169726,6.430077,nan,nan,,
04/26/22 04:38:34,6.405823,7.264801,6.177725,6.445817,nan,nan,,
04/26/22 04:38:55,6.443753,7.275122,6.201464,6.444527,nan,nan,,
04/26/22 04:39:16,6.447365,7.29112,6.215139,6.468523,nan,nan,,
04/26/22 04:39:37,6.458202,7.314084,6.238362,6.4951,nan,nan,,
04/26/22 04:39:59,6.483489,7.335242,6.246619,6.502583,nan,nan,,
04/26/22 04:40:20,6.511356,7.3355,6.263648,6.520387,nan,nan,,
04/26/22 04:40:41,6.520904,7.375495,6.288161,6.5449,nan,nan,,
04/26/22 04:41:03,6.546706,7.380913,6.286613,6.558318,nan,nan,,
04/26/22 04:41:24,6.56064,7.400782,6.319641,6.587475,nan,nan,,
04/26/22 04:41:45,6.569155,7.431745,6.337445,6.588507,nan,nan,,
04/26/22 04:42:06,6.579992,7.436131,6.363248,6.602698,nan,nan,,
04/26/22 04:42:28,6.609923,7.459612,6.361958,6.626695,nan,nan,,
04/26/22 04:42:49,6.626695,7.471739,6.380536,6.633662,nan,nan,,
04/26/22 04:43:10,6.646821,7.487737,6.407887,6.655594,nan,nan,,
04/26/22 04:43:32,6.662303,7.499349,6.403501,6.670044,nan,nan,,
04/26/22 04:43:53,6.668238,7.515604,6.435754,6.696879,nan,nan,,
04/26/22 04:44:14,6.68759,7.524893,6.461041,6.693267,nan,nan,,
04/26/22 04:44:35,6.72036,7.560243,6.472652,6.718296,nan,nan,,
04/26/22 04:44:57,6.727584,7.572629,6.48994,6.729649,nan,nan,,
04/26/22 04:45:18,6.731455,7.587852,6.509034,6.743066,nan,nan,,
04/26/22 04:45:39,6.761386,7.603076,6.519097,6.755452,nan,nan,,
04/26/22 04:46:01,6.774804,7.62088,6.538191,6.789511,nan,nan,,
04/26/22 04:46:22,6.791059,7.649779,6.567606,6.785383,nan,nan,,
04/26/22 04:46:43,6.807315,7.664487,6.571477,6.804219,nan,nan,,
04/26/22 04:47:04,6.837247,7.671712,6.595732,6.812476,nan,nan,,
04/26/22 04:47:26,6.844729,7.698289,6.608891,6.848084,nan,nan,,
04/26/22 04:47:47,6.879305,7.70474,6.615858,6.850148,nan,nan,,
04/26/22 04:48:08,6.882918,7.725898,6.643725,6.86821,nan,nan,,
04/26/22 04:48:30,6.909495,7.737251,6.661271,6.887304,nan,nan,,
04/26/22 04:48:51,6.925751,7.758925,6.668238,6.895303,nan,nan,,
04/26/22 04:49:12,6.934524,7.767698,6.685784,6.908205,nan,nan,,
04/26/22 04:49:33,6.952586,7.786535,6.708232,6.936588,nan,nan,,
04/26/22 04:49:55,6.958004,7.788857,6.733519,6.948715,nan,nan,,
04/26/22 04:50:16,6.98742,7.814144,6.744356,6.969099,nan,nan,,
04/26/22 04:50:37,6.999031,7.83427,6.751581,6.977614,nan,nan,,
04/26/22 04:50:59,7.022769,7.871942,6.774804,6.984839,nan,nan,,
04/26/22 04:51:20,7.024834,7.86962,6.787705,7.01477,nan,nan,,
04/26/22 04:51:41,7.070505,7.881231,6.800349,7.011416,nan,nan,,
04/26/22 04:52:02,7.066634,7.908066,6.829248,7.04754,nan,nan,,
04/26/22 04:52:24,7.112305,7.925096,6.839053,7.045992,nan,nan,,
04/26/22 04:52:45,7.09605,7.934127,6.868726,7.058377,nan,nan,,
04/26/22 04:53:06,7.121852,7.961736,6.862276,7.092953,nan,nan,,
04/26/22 04:53:28,7.138624,7.957866,6.886272,7.093469,nan,nan,,
04/26/22 04:53:49,7.1523,7.974122,6.892981,7.114369,nan,nan,,
04/26/22 04:54:10,7.182489,7.998892,6.937878,7.130884,nan,nan,,
04/26/22 04:54:31,7.191262,8.022631,6.937362,7.141205,nan,nan,,
04/26/22 04:54:53,7.213195,8.031404,6.959036,7.146881,nan,nan,,
04/26/22 04:55:14,7.214743,8.045338,6.979163,7.170104,nan,nan,,
04/26/22 04:55:35,7.237449,8.073979,6.983033,7.196939,nan,nan,,
04/26/22 04:55:57,7.241578,8.078366,7.012448,7.200551,nan,nan,,
04/26/22 04:56:18,7.278734,8.101072,7.025608,7.215001,nan,nan,,
04/26/22 04:56:39,7.283379,8.11449,7.039799,7.239513,nan,nan,,
04/26/22 04:57:00,7.305053,8.146227,7.060184,7.256286,nan,nan,,
04/26/22 04:57:22,7.336274,8.144163,7.07773,7.264801,nan,nan,,
04/26/22 04:57:43,7.347628,8.152162,7.094244,7.269961,nan,nan,,
04/26/22 04:58:04,7.35382,8.179512,7.111789,7.2937,nan,nan,,
04/26/22 04:58:26,7.359239,8.200413,7.118756,7.318212,nan,nan,,
04/26/22 04:58:47,7.386332,8.204283,7.141979,7.320277,nan,nan,,
04/26/22 04:59:08,7.393815,8.22183,7.150752,7.334468,nan,nan,,
04/26/22 04:59:29,7.415489,8.252535,7.170362,7.361561,nan,nan,,
04/26/22 04:59:51,7.440518,8.261566,7.185585,7.374205,nan,nan,,
04/26/22 05:00:12,7.451355,8.269307,7.205454,7.38401,nan,nan,,
04/26/22 05:00:33,7.46116,8.286595,7.245965,7.404394,nan,nan,,
04/26/22 05:00:55,7.50038,8.318075,7.240804,7.415489,nan,nan,,
04/26/22 05:01:16,7.500638,8.315752,7.253705,7.433809,nan,nan,,
04/26/22 05:01:37,7.504767,8.341297,7.278734,7.445679,nan,nan,,
04/26/22 05:01:58,7.545536,8.362455,7.282862,7.45987,nan,nan,,
04/26/22 05:02:20,7.550438,8.364261,7.304537,7.463482,nan,nan,,
04/26/22 05:02:41,7.567984,8.383097,7.308149,7.478448,nan,nan,,
04/26/22 05:03:02,7.58424,8.395999,7.339371,7.505541,nan,nan,,
04/26/22 05:03:24,7.603334,8.433413,7.345305,7.510702,nan,nan,,
04/26/22 05:03:45,7.633265,8.445541,7.357433,7.536505,nan,nan,,
04/26/22 05:04:06,7.635846,8.442186,7.386074,7.552503,nan,nan,,
04/26/22 05:04:27,7.645135,8.45741,7.409039,7.553277,nan,nan,,
04/26/22 05:04:49,7.67068,8.481923,7.42839,7.572629,nan,nan,,
04/26/22 05:05:10,7.678936,8.501791,7.433551,7.588884,nan,nan,,
04/26/22 05:05:31,7.701385,8.501791,7.451871,7.590691,nan,nan,,
04/26/22 05:05:53,7.726156,8.541011,7.462966,7.626299,nan,nan,,
04/26/22 05:06:14,7.731059,8.542302,7.486447,7.628621,nan,nan,,
04/26/22 05:06:35,7.748604,8.54514,7.50038,7.654166,nan,nan,,
04/26/22 05:06:56,7.76486,8.571974,7.522571,7.65752,nan,nan,,
04/26/22 05:07:18,7.783954,8.589521,7.536247,7.674034,nan,nan,,
04/26/22 05:07:39,7.792469,8.605776,7.551986,7.686419,nan,nan,,
04/26/22 05:08:00,7.825239,8.621,7.553792,7.70474,nan,nan,,
04/26/22 05:08:22,7.829884,8.625387,7.577789,7.730542,nan,nan,,
04/26/22 05:08:43,7.846139,8.65635,7.596625,7.742412,nan,nan,,
04/26/22 05:09:04,7.858267,8.648867,7.618042,7.741896,nan,nan,,
04/26/22 05:09:26,7.878393,8.683701,7.618558,7.769247,nan,nan,,
04/26/22 05:09:47,7.901099,8.688345,7.649263,7.784471,nan,nan,,
04/26/22 05:10:08,7.90239,8.731179,7.66939,7.808725,nan,nan,,
04/26/22 05:10:29,7.921741,8.717503,7.675324,7.802274,nan,nan,,
04/26/22 05:10:51,7.927934,8.758788,7.689774,7.828335,nan,nan,,
04/26/22 05:11:12,7.951415,8.748724,7.707062,7.842011,nan,nan,,
04/26/22 05:11:33,7.962768,8.780978,7.725898,7.849751,nan,nan,,
04/26/22 05:11:55,7.987023,8.793363,7.730026,7.854138,nan,nan,,
04/26/22 05:12:16,8.005085,8.799814,7.752475,7.879167,nan,nan,,
04/26/22 05:12:37,8.014117,8.826649,7.758925,7.892584,nan,nan,,
04/26/22 05:12:58,8.035275,8.833874,7.780084,7.92071,nan,nan,,
04/26/22 05:13:20,8.054368,8.852968,7.796339,7.926386,nan,nan,,
04/26/22 05:13:41,8.062884,8.862257,7.820336,7.935933,nan,nan,,
04/26/22 05:14:02,8.097718,8.90122,7.83427,7.953995,nan,nan,,
04/26/22 05:14:24,8.104168,8.897091,7.839172,7.953737,nan,nan,,
04/26/22 05:14:45,8.106749,8.920056,7.857234,7.978766,nan,nan,,
04/26/22 05:15:06,8.131004,8.935537,7.868072,7.99528,nan,nan,,
04/26/22 05:15:27,8.147259,8.946633,7.897487,8.013342,nan,nan,,
04/26/22 05:15:49,8.162741,8.957985,7.912711,8.019793,nan,nan,,
04/26/22 05:16:10,8.172804,8.988949,7.933095,8.033726,nan,nan,,
04/26/22 05:16:31,8.19551,8.998238,7.958898,8.045596,nan,nan,,
04/26/22 05:16:53,8.214346,9.01501,7.969735,8.062109,nan,nan,,
04/26/22 05:17:14,8.22054,9.03204,7.966897,8.07785,nan,nan,,
04/26/22 05:17:35,8.231119,9.036169,7.97696,8.085848,nan,nan,,
04/26/22 05:17:56,8.25718,9.040813,8.006117,8.109845,nan,nan,,
04/26/22 05:18:18,8.275757,9.07255,8.001989,8.116296,nan,nan,,
04/26/22 05:18:39,8.298206,9.083129,8.040694,8.135648,nan,nan,,
04/26/22 05:19:00,8.310075,9.099127,8.050757,8.153452,nan,nan,,
04/26/22 05:19:22,8.312397,9.104288,8.057981,8.150356,nan,nan,,
04/26/22 05:19:43,8.336652,9.135251,8.068303,8.188028,nan,nan,,
04/26/22 05:20:04,8.367616,9.147895,8.093848,8.185964,nan,nan,,
04/26/22 05:20:25,8.36065,9.162603,8.106749,8.212283,nan,nan,,
04/26/22 05:20:47,8.381808,9.173698,8.140293,8.214863,nan,nan,,
04/26/22 05:21:08,8.402192,9.182987,8.134616,8.233957,nan,nan,,
04/26/22 05:21:29,8.41148,9.18918,8.161451,8.252277,nan,nan,,
04/26/22 05:21:51,8.420512,9.22969,8.17203,8.267759,nan,nan,,
04/26/22 05:22:12,8.450701,9.229432,8.194737,8.267759,nan,nan,,
04/26/22 05:22:33,8.457152,9.246462,8.215895,8.295626,nan,nan,,
04/26/22 05:22:54,8.4796,9.274329,8.223636,8.297432,nan,nan,,
04/26/22 05:23:16,8.506952,9.283102,8.235763,8.327105,nan,nan,,
04/26/22 05:23:37,8.505146,9.294455,8.254599,8.345168,nan,nan,,
04/26/22 05:23:58,8.527078,9.323613,8.258986,8.334846,nan,nan,,
04/26/22 05:24:20,8.53198,9.330063,8.272919,8.360391,nan,nan,,
04/26/22 05:24:41,8.553913,9.350706,8.292787,8.383872,nan,nan,,
04/26/22 05:25:02,8.564492,9.344771,8.313688,8.382324,nan,nan,,
04/26/22 05:25:23,8.587972,9.379346,8.330202,8.40116,nan,nan,,
04/26/22 05:25:45,8.600873,9.398699,8.353425,8.424383,nan,nan,,
04/26/22 05:26:06,8.619968,9.387346,8.36065,8.435735,nan,nan,,
04/26/22 05:26:27,8.621774,9.42605,8.363229,8.451476,nan,nan,,
04/26/22 05:26:49,8.652738,9.417277,8.392128,8.464377,nan,nan,,
04/26/22 05:27:10,8.657382,9.44695,8.408126,8.463087,nan,nan,,
04/26/22 05:27:31,8.678541,9.458304,8.422576,8.491986,nan,nan,,
04/26/22 05:27:52,8.678541,9.488751,8.450185,8.499984,nan,nan,,
04/26/22 05:28:14,8.718277,9.486429,8.45483,8.517015,nan,nan,,
04/26/22 05:28:35,8.710278,9.511974,8.474182,8.520369,nan,nan,,
04/26/22 05:28:56,8.740983,9.516876,8.486567,8.545656,nan,nan,,
04/26/22 05:29:18,8.755175,9.53468,8.487083,8.56217,nan,nan,,
04/26/22 05:29:39,8.7624,9.548097,8.511596,8.575587,nan,nan,,
04/26/22 05:30:00,8.77143,9.551194,8.525272,8.592359,nan,nan,,
04/26/22 05:30:21,8.798524,9.581126,8.538173,8.597262,nan,nan,,
04/26/22 05:30:43,8.811942,9.592994,8.549784,8.608357,nan,nan,,
04/26/22 05:31:04,8.830778,9.605638,8.562685,8.618936,nan,nan,,
04/26/22 05:31:25,8.854516,9.629377,8.572233,8.628741,nan,nan,,
04/26/22 05:31:47,8.869482,9.646407,8.594423,8.662284,nan,nan,,
04/26/22 05:32:08,8.869997,9.644859,8.606551,8.665123,nan,nan,,
04/26/22 05:32:29,8.893995,9.659824,8.627709,8.667962,nan,nan,,
04/26/22 05:32:50,8.903542,9.67737,8.641385,8.696602,nan,nan,,
04/26/22 05:33:12,8.915927,9.685626,8.665639,8.704343,nan,nan,,
04/26/22 05:33:33,8.931151,9.709108,8.679057,8.719051,nan,nan,,
04/26/22 05:33:54,8.952568,9.72846,8.680604,8.731179,nan,nan,,
04/26/22 05:34:16,8.951793,9.743167,8.703827,8.74537,nan,nan,,
04/26/22 05:34:37,8.981983,9.753488,8.719567,8.753627,nan,nan,,
04/26/22 05:34:58,8.988691,9.775937,8.735565,8.779946,nan,nan,,
04/26/22 05:35:19,9.002882,9.781098,8.735823,8.777882,nan,nan,,
04/26/22 05:35:41,9.022235,9.803804,8.764722,8.793879,nan,nan,,
04/26/22 05:36:02,9.029975,9.816964,8.770141,8.816844,nan,nan,,
04/26/22 05:36:23,9.053973,9.835025,8.775301,8.824843,nan,nan,,
04/26/22 05:36:45,9.064809,9.852829,8.812458,8.83826,nan,nan,,
04/26/22 05:37:06,9.077712,9.847153,8.823295,8.860193,nan,nan,,
04/26/22 05:37:27,9.109449,9.87889,8.839035,8.861225,nan,nan,,
04/26/22 05:37:48,9.123641,9.896695,8.863547,8.875416,nan,nan,,
04/26/22 05:38:10,9.120285,9.897985,8.875932,8.885995,nan,nan,,
04/26/22 05:38:31,9.141961,9.924045,8.888318,8.904574,nan,nan,,
04/26/22 05:38:52,9.149959,9.930754,8.894768,8.914895,nan,nan,,
04/26/22 05:39:14,9.17602,9.933335,8.916701,8.935537,nan,nan,,
04/26/22 05:39:35,9.17602,9.945978,8.912831,8.951535,nan,nan,,
04/26/22 05:39:56,9.198469,9.965588,8.936311,8.954373,nan,nan,,
04/26/22 05:40:17,9.220659,9.978489,8.942246,8.969081,nan,nan,,
04/26/22 05:40:39,9.217305,10.009453,8.972435,8.988691,nan,nan,,
04/26/22 05:41:00,9.240269,10.025193,8.979145,9.005205,nan,nan,,
04/26/22 05:41:21,9.256783,10.024418,8.999528,9.027137,nan,nan,,
04/26/22 05:41:43,9.269943,10.041449,9.01243,9.012172,nan,nan,,
04/26/22 05:42:04,9.299099,10.053318,9.025074,9.029459,nan,nan,,
04/26/22 05:42:25,9.310195,10.070348,9.03333,9.051392,nan,nan,,
04/26/22 05:42:46,9.320516,10.082991,9.058359,9.067131,nan,nan,,
04/26/22 05:43:08,9.334708,10.098989,9.07255,9.092935,nan,nan,,
04/26/22 05:43:29,9.359994,10.114471,9.090354,9.095257,nan,nan,,
04/26/22 05:43:50,9.364381,10.138983,9.103256,9.109449,nan,nan,,
04/26/22 05:44:12,9.368767,10.124534,9.10919,9.124672,nan,nan,,
04/26/22 05:44:33,9.394054,10.167366,9.128801,9.129833,nan,nan,,
04/26/22 05:44:54,9.394828,10.172011,9.143508,9.148669,nan,nan,,
04/26/22 05:45:15,9.413664,10.189558,9.151507,9.158732,nan,nan,,
04/26/22 05:45:37,9.442564,10.192137,9.172408,9.168279,nan,nan,,
04/26/22 05:45:58,9.455207,10.204781,9.17731,9.191244,nan,nan,,
04/26/22 05:46:19,9.452885,10.230068,9.199759,9.189696,nan,nan,,
